#OTU ID,Domain,Phylum,Class,Order,Family,Genus,Species
OTU2038,Bacteria,Actinobacteria,Actinobacteria_c,Pseudonocardiales,Pseudonocardiaceae,,
OTU2039,Bacteria,TM6,TM6_c,Babela_o,,,
OTU204,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,
OTU2040,Bacteria,Chloroflexi,HM748667_c,HM748667_o,HM748667_f,HM748667_g,
OTU2041,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Aquicella,
OTU2042,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,Aciditerrimonas,
OTU2043,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Gemmata_f,Gemmata,
OTU2044,Bacteria,Chloroflexi,FR749824_c,FR749824_o,FR749824_f,FR749824_g,
OTU2045,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,JADL_g,
OTU2046,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Roseomonas,
OTU2047,Bacteria,Actinobacteria,Actinobacteria_c,Streptosporangiales,AF498716_f,AF498716_g,
OTU2048,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,FJ889281_f,FJ889281_g,
OTU2049,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,HQ738650_g,
OTU205,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,
OTU2050,Bacteria,Armatimonadetes,Chthonomonadetes,Chthonomonadales,Chthonomonadaceae,Chthonomonas,
OTU2051,Bacteria,Cyanobacteria,JF737898_c,GU174155_o,EF018810_f,GU598768_g,
OTU2052,Bacteria,WS5,WS5_c,EU644175_o,EU644175_f,GQ397067_g,GQ397067_s
OTU2053,Bacteria,Chloroflexi,HQ674362_c,EF516466_o,EF516466_f,EF516466_g,
OTU2054,Bacteria,Chloroflexi,Thermomicrobia,DQ129389_o,DQ129389_f,FJ478561_g,
OTU2055,Bacteria,Cyanobacteria,JF737898_c,JF737898_o,EF018129_f,EF018129_g,
OTU2056,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Gemmata_f,,
OTU2057,Bacteria,Elusimicrobia,Elusimicrobia_c,EU861834_o,EU861834_f,EU861834_g,
OTU2058,Bacteria,Proteobacteria,Gammaproteobacteria,Nevskiales,Sinobacteraceae,AB179503_g,
OTU2059,Bacteria,Cyanobacteria,JQ650114_c,JQ650114_o,JQ650114_f,JQ650114_g,
OTU206,Bacteria,Cyanobacteria,JF737898_c,JF737898_o,EF018129_f,EF018129_g,
OTU2060,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,,
OTU2061,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,,
OTU2062,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,FJ889281_f,FJ889281_g,
OTU2063,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Iamiaceae,Aquihabitans,
OTU2064,Bacteria,Chloroflexi,HQ674362_c,EF516466_o,EF516466_f,EF516466_g,
OTU2065,Eukarya,Phaeophyceae,Ectocarpales_c,Ectocarpales,EF574962_f,EF574962_g,
OTU2066,Bacteria,Cyanobacteria,JQ650114_c,JQ650114_o,JQ650114_f,JQ650114_g,
OTU2067,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaera_o,Pedosphaera_f,GU127739_g,
OTU2068,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,HQ910358_f,HQ910358_g,
OTU2069,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Gemmata_f,FJ478962_g,
OTU207,Bacteria,Proteobacteria,Betaproteobacteria,Gallionellales,Gallionellaceae,Sideroxydans,
OTU2070,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,
OTU2071,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Aquicella,
OTU2072,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Midichloriaceae,JSWE_g,GQ302530_s
OTU2073,Unassigned,,,,,,
OTU2074,Bacteria,Armatimonadetes,Chthonomonadetes,Chthonomonadales,Chthonomonadaceae,Chthonomonas,
OTU2075,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,DQ906078_f,DQ906078_g,
OTU2076,Bacteria,Acidobacteria,CP015136_c,CP015136_o,CP015136_f,Z95727_g,
OTU2077,Bacteria,Elusimicrobia,Elusimicrobia_c,Elusimicrobiales,Elusimicrobiaceae,EF515964_g,EF515964_s
OTU2078,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,FJ889281_f,FJ889281_g,
OTU2079,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Gemmata_f,Gemmata,
OTU208,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Singulisphaera,
OTU2080,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Gemmata_f,Gemmata,
OTU2081,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,HQ609614_f,HQ609614_g,
OTU2082,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Ilumatobacter_f,AJ863237_g,
OTU2083,Bacteria,Planctomycetes,AM056027_c,HQ681992_o,AY555803_f,AY555803_g,
OTU2084,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,FJ889281_f,FJ889281_g,
OTU2085,Bacteria,Saccharibacteria_TM7,Saccharimonas_c,Saccharimonas_o,Saccharimonas_f,,
OTU2086,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,AJ867897_g,
OTU2087,Bacteria,Gemmatimonadetes,Gemmatimonadetes_c,Gemmatimonadales,Gemmatimonadaceae,,
OTU2088,Bacteria,WS5,WS5_c,EU644175_o,EU644175_f,EU644175_g,
OTU2089,Bacteria,Elusimicrobia,Elusimicrobia_c,EU861834_o,DQ676361_f,EU589308_g,
OTU209,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,GQ402573_g,
OTU2090,Eukarya,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,,
OTU2091,Bacteria,Gemmatimonadetes,Gemmatimonadetes_c,Gemmatimonadales,Gemmatimonadaceae,EU861943_g,
OTU2092,Bacteria,Gemmatimonadetes,Longimicrobia,GQ263235_o,GQ263235_f,EF540396_g,
OTU2093,Bacteria,AD3,AY289487_c,FJ625337_o,FJ625337_f,FJ625337_g,
OTU2094,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,EU234264_f,EU234264_g,
OTU2095,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Flavitalea,
OTU2096,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Tepidisphaeraceae,Tepidisphaera,
OTU2097,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,DQ337099_g,GU230347_s
OTU2098,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,EF157243_g,
OTU2099,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Gemmata_f,HQ118961_g,
OTU21,Eukarya,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Haslea,
OTU210,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,JADL_g,
OTU2100,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,
OTU2101,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Gemmata_f,GQ339148_g,
OTU2102,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,AY234711_g,
OTU2103,Bacteria,Proteobacteria,Betaproteobacteria,DQ395705_o,EU786132_f,,
OTU2104,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Gemmata_f,DQ906072_g,
OTU2105,Bacteria,Chloroflexi,EF516615_c,EF516615_o,JF922436_f,JF922436_g,JF922436_s
OTU2106,Bacteria,Chlorobi,Ignavibacteriae,OPB56_o,HQ190417_f,HQ190417_g,
OTU2107,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,,
OTU2108,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Tepidisphaeraceae,Tepidisphaera,
OTU2109,Unassigned,,,,,,
OTU211,Bacteria,Actinobacteria,Actinobacteria_c,Pseudonocardiales,Pseudonocardiaceae,JF266448_g,
OTU2110,Bacteria,Armatimonadetes,AB374370_c,AB374370_o,AB374370_f,,
OTU2111,Bacteria,Actinobacteria,Rubrobacteria,Gaiellales,Gaiellaceae,Gaiella,
OTU2112,Bacteria,Chloroflexi,HQ674362_c,EF516466_o,EF516466_f,EF516466_g,
OTU2113,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,JPOM_g,
OTU2114,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Gemmata_f,PAC000559_g,
OTU2115,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,,
OTU2116,Bacteria,Bacteroidetes,Sphingobacteriia,HQ178786_o,FJ793180_f,FJ793180_g,
OTU2117,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,AY913229_g,
OTU2118,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,
OTU2119,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Flavisolibacter,
OTU212,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Segetibacter,
OTU2120,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,
OTU2121,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Gemmata_f,Gemmata,
OTU2122,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Aquicella,
OTU2123,Bacteria,Chloroflexi,HQ674362_c,EF516466_o,EF516466_f,EF516466_g,
OTU2124,Bacteria,Proteobacteria,Betaproteobacteria,DQ395705_o,EU786132_f,AF467301_g,
OTU2125,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Hymenobacteraceae,Hymenobacter,
OTU2126,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Anaeromyxobacteraceae,EU335298_g,
OTU2127,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacter_o,Steroidobacter_f,DQ451520_g,
OTU2128,Bacteria,Acidobacteria,CP015136_c,CP015136_o,CP015136_f,HM061812_g,
OTU2129,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,HQ190378_g,
OTU213,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,,
OTU2130,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Telmatospirillum,
OTU2131,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaera_o,Pedosphaera_f,,
OTU2132,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,FJ889281_f,FJ889281_g,
OTU2133,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,HQ674900_f,FJ592902_g,FJ592902_s
OTU2134,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Holosporaceae,EU360475_g,
OTU2135,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Singulisphaera,
OTU2136,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella_pneumophila
OTU2137,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,,
OTU2138,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizomicrobium_f,Rhizomicrobium,
OTU2139,Bacteria,Chloroflexi,Anaerolineae,AF234733_o,AF234733_f,AF234733_g,
OTU214,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Pseudolabrys,
OTU2140,Bacteria,Actinobacteria,Actinobacteria_c,Catenulisporales,Catenulisporaceae,Catenulispora,
OTU2141,Bacteria,Actinobacteria,Actinobacteria_c,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,
OTU2142,Bacteria,Elusimicrobia,Elusimicrobia_c,EU861834_o,EU861834_f,EU861834_g,
OTU2143,Bacteria,Chlorobi,Ignavibacteriae,JF703539_o,JF703539_f,JF703539_g,
OTU2144,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Tepidisphaeraceae,Tepidisphaera,
OTU2145,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Entomoplasmataceae,Entomoplasma,
OTU2146,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,GU454944_g,
OTU2147,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaera_o,Pedosphaera_f,Limisphaera,
OTU2148,Bacteria,Gemmatimonadetes,Gemmatimonadetes_c,Gemmatimonadales,Gemmatimonadaceae,EU137390_g,
OTU2149,Bacteria,Chloroflexi,EU335161_c,EU335161_o,EU335161_f,EU335161_g,
OTU215,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,CP011489_f,CP011489_g,
OTU2150,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Hymenobacteraceae,Hymenobacter,
OTU2151,Bacteria,Armatimonadetes,Armatimonadia,Armatimonadales,Armatimonadaceae,Armatimonas,
OTU2152,Bacteria,Elusimicrobia,Elusimicrobia_c,EU861834_o,EU861834_f,EU861834_g,
OTU2153,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,FJ479101_g,
OTU2154,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Tepidisphaeraceae,Tepidisphaera,
OTU2155,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,Aciditerrimonas,
OTU2156,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,GQ402637_g,
OTU2157,Bacteria,Elusimicrobia,Elusimicrobia_c,Elusimicrobiales,AF407708_f,AY622271_g,
OTU2158,Bacteria,Proteobacteria,Betaproteobacteria,AY234747_o,AY234747_f,AY234747_g,
OTU2159,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Tahibacter,
OTU216,Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Opitutus,
OTU2160,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,KB906767_g,
OTU2161,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylomonas_f,Methylomicrobium,
OTU2162,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Thermosporotrichaceae,AM180159_g,AM180159_s
OTU2163,Bacteria,Chloroflexi,Anaerolineae,Anaerolinaeles,Anaerolinaceae,GQ500701_g,
OTU2164,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,AJ867897_g,
OTU2165,Bacteria,Chloroflexi,HM748667_c,HM748667_o,HM748667_f,HM748667_g,
OTU2166,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Sediminibacterium,
OTU2167,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Tepidisphaeraceae,Tepidisphaera,
OTU2168,Bacteria,Chloroflexi,FR749824_c,FJ625377_o,FJ625377_f,FJ625377_g,
OTU2169,Bacteria,Microgenomates_OP11,Microgenomatus_c,LCFQ_o,LCFQ_f,HQ697377_g,HQ697377_s
OTU217,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,GQ339162_g,
OTU2170,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,,
OTU2171,Bacteria,Chloroflexi,Thermomicrobia,EU861898_o,EU861898_f,EU861898_g,EU861898_s
OTU2172,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,GU454944_g,
OTU2173,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosia_f,Devosia,
OTU2174,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,FJ466216_g,
OTU2175,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,Bryobacter,
OTU2176,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,
OTU2177,Bacteria,Acidobacteria,Blastocatellia,Blastocatellales,Blastocatellaceae,,
OTU2178,Bacteria,Actinobacteria,Actinobacteria_c,Catenulisporales,Catenulisporaceae,Catenulispora,
OTU2179,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,
OTU218,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,GU127727_g,
OTU2180,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,EU881261_f,EU881261_g,
OTU2181,Bacteria,Chloroflexi,EF516615_c,EF516615_o,EF516615_f,EF516615_g,
OTU2182,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,AY212581_g,
OTU2183,Bacteria,Verrucomicrobia,Opitutae,GU305779_o,GU305779_f,HQ190289_g,
OTU2184,Bacteria,Chloroflexi,Anaerolineae,AF234733_o,AF234733_f,AF234733_g,
OTU2185,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Afifella_f,FJ479444_g,
OTU2186,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,DQ154856_f,EU234271_g,
OTU2187,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Gemmata_f,,
OTU2188,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Gemmata_f,,
OTU2189,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Anaeromyxobacteraceae,Anaeromyxobacter,
OTU219,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacter_o,Steroidobacter_f,Acidibacter,
OTU2190,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Tepidisphaeraceae,Tepidisphaera,
OTU2191,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,EF516607_g,
OTU2192,Bacteria,Acidobacteria,Solibacteres,Solibacterales,EF492968_f,EF492957_g,
OTU2193,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bauldia_f,Bauldia,
OTU2194,Bacteria,Armatimonadetes,Armatimonadia,Armatimonadales,Armatimonadaceae,Armatimonas,
OTU2195,Unassigned,,,,,,
OTU2196,Bacteria,Bacteroidetes,Sphingobacteriia,HQ178786_o,,,
OTU2197,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Gemmata_f,GQ339148_g,
OTU2198,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Gemmata_f,,
OTU2199,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,JADL_g,
OTU22,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,HM748676_g,
OTU220,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Afifella_f,FJ479444_g,
OTU2200,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Gemmata_f,Gemmata,
OTU2201,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,EU335378_g,
OTU2202,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,,,
OTU2203,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,,
OTU2204,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Conexibacteraceae,Conexibacter,
OTU2205,Bacteria,Actinobacteria,Actinobacteria_c,Streptosporangiales,Thermomonosporaceae,Actinomadura,
OTU2206,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Sporocytophaga,
OTU2207,Bacteria,Cyanobacteria,Vampirovibrio_c,Vampirovibrio_o,Vampirovibrio_f,Vampirovibrio,
OTU2208,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,
OTU2209,Bacteria,Elusimicrobia,Elusimicrobia_c,Elusimicrobiales,AF407708_f,AF407708_g,
OTU221,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Conexibacteraceae,Conexibacter,
OTU2210,Bacteria,Bacteroidetes,Sphingobacteriia,HQ178786_o,HQ178786_f,EF520590_g,
OTU2211,Bacteria,Chloroflexi,Anaerolineae,Anaerolinaeles,DQ404819_f,DQ404819_g,HQ595226_s
OTU2212,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,JX505200_g,HQ674969_s
OTU2213,Bacteria,Acidobacteria,Solibacteres,EU445199_o,EU445199_f,EU445199_g,
OTU2214,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,LKHV_g,
OTU2215,Bacteria,Chlorobi,Ignavibacteriae,JF703539_o,JF703539_f,JF703539_g,
OTU2216,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Gemmata_f,FJ479158_g,
OTU2217,Bacteria,Proteobacteria,Betaproteobacteria,AY234747_o,AY234747_f,EF516835_g,
OTU2218,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacter_o,Steroidobacter_f,Steroidobacter,
OTU2219,Bacteria,Firmicutes,Negativicutes,Hydrogenispora_o,Hydrogenispora_f,Hydrogenispora,
OTU222,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Tepidisphaeraceae,Tepidisphaera,
OTU2220,Bacteria,Bacteroidetes,Sphingobacteriia,HQ178786_o,FJ793180_f,FJ793180_g,
OTU2221,Eukarya,Xanthophyceae,Vaucheriales_c,Vaucheriales,Vaucheriaceae,Vaucheria,
OTU2222,Bacteria,Proteobacteria,Deltaproteobacteria,FM253572_o,EU491430_f,JF718671_g,
OTU2223,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Gemmata_f,PAC000559_g,
OTU2224,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,JADL_g,
OTU2225,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,,
OTU2226,Bacteria,Chloroflexi,Ktedonobacteria,AY673403_o,PAC000149_f,PAC000149_g,PAC000149_s
OTU2227,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Rhodopila,
OTU2228,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,HM748676_g,
OTU2229,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,EF516298_g,
OTU223,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,JF429093_g,
OTU2230,Bacteria,Chloroflexi,Anaerolineae,Anaerolinaeles,Anaerolinaceae,GQ500701_g,
OTU2231,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Kouleothrix_f,FJ478841_g,
OTU2232,Bacteria,Acidobacteria,Blastocatellia,Blastocatellales,EU335275_f,AY673412_g,
OTU2233,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Rhodanobacter,
OTU2234,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Methyloceanibacter,
OTU2235,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,EF516646_g,
OTU2236,Unassigned,,,,,,
OTU2237,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Labilithrix,
OTU2238,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Gemmata_f,FJ625346_g,
OTU2239,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,HQ190378_g,
OTU224,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,GU127727_g,
OTU2240,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Microthrixaceae,EF516411_g,
OTU2241,Bacteria,Actinobacteria,Actinobacteria_c,Streptosporangiales,Streptosporangiaceae,Streptosporangium,
OTU2242,Bacteria,Acidobacteria,DQ513087_c,DQ513087_o,DQ513087_f,HQ445680_g,
OTU2243,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,JADL_g,
OTU2244,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,GQ339162_g,
OTU2245,Bacteria,Proteobacteria,Betaproteobacteria,AY234747_o,AY234747_f,AY234747_g,
OTU2246,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,EU680443_f,EU680443_g,
OTU2247,Bacteria,Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae,JQ337581_g,
OTU2248,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacter_o,Steroidobacter_f,EF688386_g,
OTU2249,Bacteria,Planctomycetes,Phycisphaerae,HQ697838_o,HM066343_f,HM066343_g,
OTU225,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,,
OTU2250,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacter_o,Steroidobacter_f,DQ451520_g,
OTU2251,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,FJ479552_g,
OTU2252,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,
OTU2253,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,FJ889281_f,AB425060_g,
OTU2254,Bacteria,Planctomycetes,EU589258_c,EU589258_o,,,
OTU2255,Bacteria,Cyanobacteria,JF737898_c,GU174155_o,EF018810_f,GU598768_g,
OTU2256,Bacteria,Chlorobi,Ignavibacteriae,GQ472436_o,GQ472436_f,JN038960_g,
OTU2257,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,HQ190378_g,
OTU2258,Bacteria,Proteobacteria,Betaproteobacteria,AY234747_o,AY234747_f,AY234747_g,
OTU2259,Bacteria,Proteobacteria,Betaproteobacteria,,,,
OTU226,Unassigned,,,,,,
OTU2260,Bacteria,Nitrospirae,Nitrospira_c,Nitrospirales,Nitrospiraceae,AJ863252_g,
OTU2261,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,EF516809_f,EF516809_g,
OTU2262,Bacteria,Actinobacteria,Rubrobacteria,Gaiellales,Gaiellaceae,Gaiella,
OTU2263,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Aquicella,
OTU2264,Bacteria,Acidobacteria,Solibacteres,EU445199_o,EU445199_f,DQ451510_g,
OTU2265,Bacteria,Bacteroidetes,Sphingobacteriia,JF703478_o,JF776928_f,JF417867_g,
OTU2266,Bacteria,TM6,TM6_c,Babela_o,LBTE_f,EF126265_g,JQ624254_s
OTU2267,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,Aciditerrimonas,
OTU2268,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Gemmata_f,DQ906072_g,
OTU2269,Bacteria,TM6,TM6_c,Babela_o,EU266789_f,EU266789_g,EU266789_s
OTU227,Bacteria,Proteobacteria,Betaproteobacteria,DQ395705_o,EU786132_f,EU786132_g,
