#OTU ID,Domain,Phylum,Class,Order,Family,Genus,Species
OTU3369,Bacteria,Bacteroidetes,Sphingobacteriia,HQ178786_o,FJ793180_f,JQ278980_g,JQ278980_s
OTU337,Bacteria,Cyanobacteria,JQ650114_c,JQ650114_o,JQ650114_f,JQ650114_g,
OTU3370,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,
OTU3371,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Aquicella,
OTU3372,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,EU104217_g,
OTU3373,Bacteria,Proteobacteria,Betaproteobacteria,DQ395705_o,EU786132_f,EU786132_g,
OTU3374,Bacteria,Saccharibacteria_TM7,Saccharimonas_c,Saccharimonas_o,JF421159_f,JF421159_g,
OTU3375,Bacteria,Cyanobacteria,JF417809_c,JF417809_o,DQ128639_f,DQ128639_g,
OTU3376,Bacteria,Saccharibacteria_TM7,Saccharimonas_c,Saccharimonas_o,JF421159_f,JF421159_g,
OTU3377,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Gemmata_f,GQ339148_g,
OTU3378,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,GQ850579_g,
OTU3379,Unassigned,,,,,,
OTU338,Bacteria,Chloroflexi,Chloroflexia,Kallotenuales,Kallotenuaceae,EU861840_g,
OTU3380,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,FJ889281_f,AB425060_g,
OTU3381,Bacteria,Saccharibacteria_TM7,Saccharimonas_c,Saccharimonas_o,JF421159_f,JF421159_g,
OTU3382,Bacteria,Chloroflexi,HM748667_c,HM748667_o,HM748667_f,HM748667_g,
OTU3383,Unassigned,,,,,,
OTU3384,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,FJ889281_f,FJ889281_g,
OTU3385,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,,
OTU3386,Unassigned,,,,,,
OTU3387,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaera_o,Pedosphaera_f,HQ864209_g,
OTU3388,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Stella,
OTU3389,Unassigned,,,,,,
OTU339,Bacteria,Chloroflexi,Ktedonobacteria,AY673403_o,AY673403_f,,
OTU3390,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Gemmata_f,EF580956_g,
OTU3391,Bacteria,Cyanobacteria,Vampirovibrio_c,Vampirovibrio_o,Vampirovibrio_f,Vampirovibrio,
OTU3392,Unassigned,,,,,,
OTU3393,Eukarya,Chlorophyta,Trebouxiophyceae,Coccomyxa_o,Coccomyxa_f,Coccomyxa,
OTU3394,Unassigned,,,,,,
OTU3395,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacter_o,Steroidobacter_f,Steroidobacter,
OTU3396,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Gemmata_f,EU881120_g,PAC000083_s
OTU3397,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Labilithrix,
OTU3398,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,FJ466216_g,
OTU3399,Bacteria,TM6,TM6_c,Babela_o,ARQD_f,DQ129127_g,
OTU34,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,
OTU340,Bacteria,Chloroflexi,Anaerolineae,AF234733_o,EU134013_f,EU134013_g,
OTU3400,Bacteria,Chloroflexi,FR749824_c,FR749824_o,FR749824_f,FR749824_g,
OTU3401,Bacteria,TM6,TM6_c,Babela_o,AY661981_f,EF516771_g,
OTU3402,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,
OTU3403,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,AY234711_g,
OTU3404,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,FJ889281_f,FJ889281_g,
OTU3405,Bacteria,Firmicutes,Bacilli,Bacillales,Aneurinibacillus_f,,
OTU3406,Unassigned,,,,,,
OTU3407,Unassigned,,,,,,
OTU3408,Unassigned,,,,,,
OTU3409,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Singulisphaera,
OTU341,Bacteria,Proteobacteria,Betaproteobacteria,AY234747_o,AY234747_f,AB240255_g,
OTU3410,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,
OTU3411,Unassigned,,,,,,
OTU3412,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Gemmata_f,,
OTU3413,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,EU335179_g,
OTU3414,Bacteria,Armatimonadetes,Chthonomonadetes,Chthonomonadales,Chthonomonadaceae,Chthonomonas,
OTU3415,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,EF032738_f,EF032738_g,
OTU3416,Bacteria,Chloroflexi,Ktedonobacteria,AY673403_o,AY673403_f,DQ129211_g,DQ129211_s
OTU3417,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Gemmata_f,Gemmata,
OTU3418,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Telmatospirillum,
OTU3419,Bacteria,Cyanobacteria,Vampirovibrio_c,Vampirovibrio_o,Vampirovibrio_f,Vampirovibrio,
OTU342,Bacteria,Proteobacteria,Betaproteobacteria,DQ395705_o,EU786132_f,AF467301_g,
OTU3420,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Gemmata_f,DQ906072_g,
OTU3421,Bacteria,Armatimonadetes,FJ479425_c,JF319233_o,JF319233_f,GQ397023_g,
OTU3422,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,EF516809_f,EF516809_g,
OTU3423,Unassigned,,,,,,
OTU3424,Bacteria,Berkelbacteria,LBVO_c,EU861904_o,EU861904_f,EU861904_g,EU861904_s
OTU3425,Bacteria,Planctomycetes,AM056027_c,HQ681992_o,HQ681992_f,EF515912_g,
OTU3426,Bacteria,TM6,TM6_c,Babela_o,EU266778_f,EU266778_g,
OTU3427,Unassigned,,,,,,
OTU3428,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,,
OTU3429,Bacteria,Acidobacteria,CP015136_c,CP015136_o,CP015136_f,Z95727_g,
OTU343,Bacteria,Gemmatimonadetes,Gemmatimonadetes_c,Gemmatimonadales,Gemmatimonadaceae,GQ402821_g,
OTU3430,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Holosporaceae,EU360475_g,
OTU3431,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,DQ906071_g,
OTU3432,Bacteria,Elusimicrobia,Elusimicrobia_c,Elusimicrobiales,AF407708_f,AF407708_g,
OTU3433,Bacteria,Chloroflexi,HM748667_c,HM748667_o,HM748667_f,HM748667_g,
OTU3434,Bacteria,Chloroflexi,EF516615_c,EF516615_o,EF516615_f,EF516615_g,
OTU3435,Bacteria,Kazan,CP011216_c,AM991231_o,AM991231_f,EF019223_g,
OTU3436,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,HM459632_g,
OTU3437,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,JADL_g,
OTU3438,Unassigned,,,,,,
OTU3439,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,FJ889281_f,FJ889281_g,
OTU344,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,,
OTU3440,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Gemmata_f,DQ906072_g,
OTU3441,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,,
OTU3442,Unassigned,,,,,,
OTU3443,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaera_o,Pedosphaera_f,JN177836_g,
OTU3444,Bacteria,Armatimonadetes,FJ479425_c,JF319233_o,JF319233_f,GQ397023_g,
OTU3445,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,,
OTU3446,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,FJ466216_g,
OTU3447,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Gemmata_f,FJ478962_g,
OTU3448,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,FN428761_g,
OTU3449,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,CP011489_f,CP011489_g,
OTU345,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,HE587193_g,
OTU3450,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Gemmata_f,AF407717_g,
OTU3451,Bacteria,Tenericutes,Mollicutes,JPXG_o,JPXG_f,HQ645183_g,
OTU3452,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,DQ154856_f,EU234271_g,
OTU3453,Unassigned,,,,,,
OTU3454,Unassigned,,,,,,
OTU3455,Bacteria,Proteobacteria,Oligoflexia,Oligoflexales,Oligoflexaceae,Spirobacillus,
OTU3456,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Gemmata_f,FJ478962_g,
OTU3457,Unassigned,,,,,,
OTU3458,Archaea,Euryarchaeota,Thermoplasmata,EF690592_o,EF690592_f,EF690592_g,EF690592_s
OTU3459,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,FJ889281_f,FJ889281_g,
OTU346,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,,
OTU3460,Bacteria,TM6,TM6_c,Babela_o,Babela_f,JF185717_g,
OTU3461,Bacteria,Chloroflexi,HM748667_c,HM748667_o,AY922170_f,AY922170_g,
OTU3462,Bacteria,Chloroflexi,EU335161_c,EU861972_o,EU861972_f,EU861972_g,
OTU3463,Bacteria,Kazan,CP011216_c,FJ478736_o,FJ478736_f,FJ478736_g,
OTU3464,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,FJ517701_g,
OTU3465,Bacteria,Chloroflexi,HQ674362_c,HQ397159_o,,,
OTU3466,Unassigned,,,,,,
OTU3467,Unassigned,,,,,,
OTU3468,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Anaeromyxobacteraceae,AJ009449_g,
OTU3469,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Microthrixaceae,EF516411_g,
OTU347,Bacteria,Actinobacteria,Actinobacteria_c,Frankiales,Sporichthyaceae,Sporichthya,
OTU3470,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,EU335378_g,EU335378_s
OTU3471,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Gemmata_f,,
OTU3472,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Sediminibacterium,
OTU3473,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,,
OTU3474,Bacteria,Elusimicrobia,Elusimicrobia_c,EU861834_o,DQ676361_f,EU589308_g,
OTU3475,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,AY945895_f,AY945895_g,
OTU3476,Bacteria,Cyanobacteria,JF417809_c,JF417809_o,JF417809_f,JF417809_g,
OTU3477,Unassigned,,,,,,
OTU3478,Unassigned,,,,,,
OTU3479,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,FJ889281_f,FJ889281_g,
OTU348,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Reyranella,
OTU3480,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,,
OTU3481,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,EU680443_f,,
OTU3482,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacter_o,Steroidobacter_f,Acidibacter,
OTU3483,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Cohaesibacteraceae,Cohaesibacter,
OTU3484,Unassigned,,,,,,
OTU3485,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,FJ517701_g,
OTU3486,Bacteria,Cyanobacteria,JF737898_c,JF737898_o,JF737898_f,JF737898_g,
OTU3487,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,GQ339162_g,
OTU3488,Bacteria,Cyanobacteria,JF737898_c,JF737898_o,JF737898_f,JF737898_g,
OTU3489,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Aquicella,
OTU349,Bacteria,Bacteroidetes,Sphingobacteriia,HQ178786_o,FN811185_f,FN811185_g,
OTU3490,Unassigned,,,,,,
OTU3491,Unassigned,,,,,,
OTU3492,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,
OTU3493,Unassigned,,,,,,
OTU3494,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,EF032738_f,AY662029_g,
OTU3495,Bacteria,Cyanobacteria,JF737898_c,JF737898_o,JF737898_f,JF737898_g,
OTU3496,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Tepidisphaeraceae,Tepidisphaera,
OTU3497,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Gemmata_f,Gemmata,
OTU3498,Bacteria,Chloroflexi,Anaerolineae,Anaerolinaeles,DQ404819_f,DQ404819_g,
OTU3499,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Telmatospirillum,
OTU35,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,AY673303_g,
OTU350,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Pedomicrobium,
OTU3500,Bacteria,Elusimicrobia,Elusimicrobia_c,Elusimicrobiales,AF407708_f,AF407708_g,
OTU3501,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Gemmata_f,,
OTU3502,Unassigned,,,,,,
OTU3503,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,Solibacter,
OTU3504,Bacteria,Armatimonadetes,Armatimonadia,Armatimonadales,Armatimonadaceae,Armatimonas,
OTU3505,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,
OTU3506,Bacteria,Armatimonadetes,AB374370_c,AB374370_o,AB374370_f,AY796037_g,
OTU3507,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Gemmata_f,FJ478962_g,
OTU3508,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Tepidisphaeraceae,Tepidisphaera,
OTU3509,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,EU491259_f,,
OTU351,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,EU669634_g,
OTU3510,Unassigned,,,,,,
OTU3511,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Amoebophilaceae,GU118264_g,
OTU3512,Bacteria,Cyanobacteria,JF737898_c,JF737898_o,JF737898_f,JF737898_g,
OTU3513,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Tepidisphaeraceae,Tepidisphaera,
OTU3514,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,AB511016_f,AB511016_g,
OTU3515,Unassigned,,,,,,
OTU3516,Unassigned,,,,,,
OTU3517,Bacteria,WS5,WS5_c,EU644175_o,EU644175_f,EU644175_g,
OTU3518,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Edaphobacter,
OTU3519,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,EU589248_g,
OTU352,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Beijerinckia,Beijerinckia_indica
OTU3520,Eukarya,Streptophyta,Bryopsida,Hypnales,,,
OTU3521,Bacteria,Kazan,CP011216_c,AM991231_o,FJ479571_f,,
OTU3522,Unassigned,,,,,,
OTU3523,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,DQ490355_g,
OTU3524,Unassigned,,,,,,
OTU3525,Bacteria,Cyanobacteria,JF737898_c,GU174155_o,GU444060_f,GU444060_g,
OTU3526,Bacteria,Armatimonadetes,EU289437_c,EU289437_o,EU289437_f,EU289437_g,
OTU3527,Eukarya,Streptophyta,Zygnemophyceae,Desmidiales,Desmidiaceae,,
OTU3528,Unassigned,,,,,,
OTU3529,Unassigned,,,,,,
OTU353,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,HM748754_g,
OTU3530,Unassigned,,,,,,
OTU3531,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Gemmata_f,,
OTU3532,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,
OTU3533,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Afipia,
OTU3534,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,,
OTU3535,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Gemmata_f,,
OTU3536,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,,
OTU3537,Bacteria,Acidobacteria,Thermoanaerobaculum_c,Thermoanaerobaculum_o,EU881271_f,EU881271_g,
OTU3538,Bacteria,Chloroflexi,EU335161_c,EU335161_o,HQ697801_f,HQ697801_g,
OTU3539,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,,
OTU354,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,,
OTU3540,Unassigned,,,,,,
OTU3541,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Holosporaceae,EU360475_g,
OTU3542,Bacteria,TM6,TM6_c,Babela_o,AM997772_f,JX271931_g,
OTU3543,Bacteria,Chloroflexi,FR749824_c,EF020133_o,EF020133_f,EF020133_g,
OTU3544,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,FJ466216_g,
OTU3545,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,FJ517701_g,JF223638_s
OTU3546,Bacteria,Elusimicrobia,Elusimicrobia_c,EU861834_o,EU861834_f,EU861834_g,
OTU3547,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,
OTU3548,Bacteria,Chloroflexi,Caldilineae,Caldilineales,AF234694_f,AF234694_g,
OTU3549,Bacteria,Firmicutes,Bacilli,Bacillales,Aneurinibacillus_f,Aneurinibacillus,
OTU355,Bacteria,Nitrospirae,Nitrospira_c,Nitrospirales,Nitrospiraceae,Nitrospira,
OTU3550,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidisphaera,
OTU3551,Bacteria,TM6,TM6_c,Babela_o,AM997772_f,AM997772_g,
OTU3552,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,DQ906827_g,
OTU3553,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,FN428761_g,
OTU3554,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,LKHV_g,
OTU3555,Bacteria,WS5,WS5_c,EU644175_o,EU644175_f,EU644175_g,
OTU3556,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Tepidisphaeraceae,Tepidisphaera,
OTU3557,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,CU925466_f,CU925466_g,HQ640562_s
OTU3558,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,AP011765_g,
OTU3559,Bacteria,Proteobacteria,Deltaproteobacteria,EU491876_o,EU491876_f,EU491876_g,
OTU356,Bacteria,Armatimonadetes,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,Fimbriimonas,
OTU3560,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,
OTU3561,Unassigned,,,,,,
OTU3562,Bacteria,TM6,TM6_c,Babela_o,Babela_f,Babela,
OTU3563,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Tepidisphaeraceae,Tepidisphaera,
OTU3564,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Gemmata_f,Gemmata,
OTU3565,Unassigned,,,,,,
OTU3566,Bacteria,Chloroflexi,EF516615_c,EF516615_o,JF922436_f,JF922436_g,JF922436_s
OTU3567,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Ilumatobacter_f,,
OTU3568,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Parasediminibacterium,
OTU3569,Bacteria,WS5,WS5_c,EU644175_o,EU644175_f,EU644175_g,
OTU357,Bacteria,Gemmatimonadetes,Gemmatimonadetes_c,Gemmatimonadales,Gemmatimonadaceae,JQ861326_g,
OTU3570,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Labilithrix,
OTU3571,Bacteria,Actinobacteria,Actinobacteria_c,Frankiales,Frankiaceae,Jatrophihabitans,
OTU3572,Bacteria,Bacteroidetes,Sphingobacteriia,JF703478_o,JF776928_f,JF417867_g,
OTU3573,Bacteria,Planctomycetes,EU385896_c,EU385896_o,EF019689_f,EF019689_g,
OTU3574,Bacteria,Cyanobacteria,JQ650114_c,JQ650114_o,JQ650114_f,JQ650114_g,
OTU3575,Bacteria,Chloroflexi,Anaerolineae,AF234733_o,AF234733_f,AF234733_g,
OTU3576,Bacteria,Gemmatimonadetes,Gemmatimonadetes_c,Gemmatimonadales,Gemmatimonadaceae,,
OTU3577,Bacteria,Chloroflexi,EU335161_c,AB186887_o,AB186887_f,AB186887_g,
OTU3578,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,
OTU3579,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,
OTU358,Bacteria,Actinobacteria,Actinobacteria_c,Micromonosporales,Micromonosporaceae,Actinoplanes,
OTU3580,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,AB630788_f,,
OTU3581,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,EF126262_g,EF126262_s
OTU3582,Unassigned,,,,,,
OTU3583,Unassigned,,,,,,
OTU3584,Unassigned,,,,,,
OTU3585,Unassigned,,,,,,
OTU3586,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,GU220733_g,
OTU3587,Bacteria,Chloroflexi,Anaerolineae,AF234733_o,AF234733_f,AF234733_g,
OTU3588,Bacteria,Acidobacteria,Blastocatellia,Blastocatellales,EU335275_f,HM187294_g,
OTU3589,Bacteria,Gemmatimonadetes,Gemmatimonadetes_c,Gemmatimonadales,Gemmatimonadaceae,JQ861326_g,
OTU359,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,EU881261_f,EU881261_g,
OTU3590,Bacteria,Armatimonadetes,Armatimonadia,Armatimonadales,Armatimonadaceae,Armatimonas,
OTU3591,Unassigned,,,,,,
OTU3592,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Gemmata_f,PAC000559_g,
OTU3593,Bacteria,Actinobacteria,Rubrobacteria,Gaiellales,EF520360_f,JX505092_g,
OTU3594,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,
OTU3595,Unassigned,,,,,,
OTU3596,Bacteria,Actinobacteria,Actinobacteria_c,Propionibacteriales,Propionibacteriaceae,Friedmanniella,
OTU3597,Bacteria,Actinobacteria,Actinobacteria_c,Motilibacter_o,Motilibacteraceae,Motilibacter,
OTU3598,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Aquicella,
OTU3599,Bacteria,Actinobacteria,Actinobacteria_c,Micromonosporales,Micromonosporaceae,Rugosimonospora,
OTU36,Bacteria,Actinobacteria,Actinobacteria_c,Streptosporangiales,AF498716_f,EU861937_g,
OTU360,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizomicrobium_f,FJ479296_g,
OTU3600,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Singulisphaera,
OTU3601,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,,,
OTU3602,Eukarya,Tubulinea,Euamoebida,Tubulinida,Hartmannellidae,Vermamoeba,Vermamoeba_vermiformis
OTU3603,Bacteria,Fibrobacteres,Fibrobacteria,Fibrobacterales,GU983350_f,GU983350_g,
OTU3604,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Gemmata_f,Zavarzinella,
OTU3605,Bacteria,Chloroflexi,HM748667_c,HM748667_o,HM748667_f,HM748667_g,
OTU3606,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Alysiosphaera_f,Geminicoccus,
OTU3607,Bacteria,Chlorobi,Ignavibacteriae,OPB56_o,HQ190417_f,HQ190417_g,
OTU3608,Bacteria,Gemmatimonadetes,Longimicrobia,GQ263235_o,GQ263235_f,GQ263235_g,
OTU3609,Bacteria,Proteobacteria,Gammaproteobacteria,Nevskiales,Sinobacteraceae,Solimonas,
OTU361,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Tepidisphaeraceae,Tepidisphaera,
OTU3610,Bacteria,Armatimonadetes,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,Fimbriimonas,
OTU3611,Bacteria,Cyanobacteria,Vampirovibrio_c,Vampirovibrio_o,Vampirovibrio_f,Vampirovibrio,
OTU3612,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,AB245340_g,
OTU3613,Bacteria,Chloroflexi,Thermomicrobia,DQ129389_o,DQ129389_f,FJ478561_g,
OTU3614,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,FN554387_g,
OTU3615,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,HM459632_g,
OTU3616,Bacteria,Chlorobi,Ignavibacteriae,HQ014634_o,HQ014634_f,GQ397011_g,
OTU3617,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae,FJ444747_g,
OTU3618,Bacteria,Chloroflexi,GQ396871_c,GQ396871_o,GQ396871_f,GQ396871_g,
OTU3619,Unassigned,,,,,,
OTU362,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Acidipila,
OTU3620,Bacteria,Cyanobacteria,JF737898_c,AY493962_o,AY493962_f,AY493962_g,
OTU3621,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,FJ889281_f,FJ889281_g,
OTU3622,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,AB179493_g,
OTU3623,Bacteria,Cyanobacteria,JF417809_c,JF417809_o,DQ128639_f,DQ128639_g,
OTU3624,Bacteria,AB672201_p,AB672201_c,AB672201_o,AB672201_f,AB672201_g,AB672201_s
OTU3625,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,EF516298_g,
OTU3626,Bacteria,BRC1,FP245541_c,FP245541_o,AJ604544_f,AJ604544_g,
OTU3627,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,Paludibaculum,
