#OTU ID,1,2,3,4,5,6,7,8,9,10,11,12,BCU1_2,BCU1_3,BCU2_1,BCU2_2,BCU3_1,BCU3_3,BCU4_1,BCU4_2,BCU4_3,BCW1_1,BCW1_2,BCW1_3,BCW2_1,BCW2_2,BCW2_3,BCW3_1,BCW3_2,BCW3_3,BCW4_1,BCW4_2,BCW4_3,S1_1,S1_2,S1_3,S2_1,S2_2,S2_3,S3_1,S3_2,S3_3,S4_1,S4_2,S4_3,SCK_1,SCK_2,SCK_3,taxonomy
OTU1081,19,12,23,3,3,1,1,1,0,0,2,0,1,2,0,2,7,0,0,2,6,0,2,0,0,0,5,1,33,0,0,0,0,3,5,5,8,5,13,13,7,17,4,8,32,23,21,31,Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;CP011489_f;CP011489_g
OTU1082,1,6,0,28,19,25,41,30,35,40,29,13,0,1,0,0,1,1,0,1,2,0,0,0,0,0,1,2,1,1,0,0,2,2,2,2,1,0,6,2,6,3,0,1,1,1,9,0,Bacteria;Cyanobacteria;JF737898_c;JF737898_o;JF737898_f;JF737898_g
OTU1083,0,36,0,0,2,1,7,4,2,3,6,14,4,1,1,0,0,4,0,1,1,0,0,1,0,0,0,0,0,0,0,0,3,1,2,3,8,0,5,0,2,0,1,5,1,0,38,0,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae
OTU1084,2,4,1,4,4,5,5,0,5,4,1,2,4,1,0,2,0,5,1,4,10,2,5,1,0,0,1,1,14,3,4,2,0,6,3,0,0,2,0,8,2,4,11,6,10,0,3,2,Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Paracaedibacteraceae;Paracaedibacter
OTU1085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Gemmata_f
OTU1086,66,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,35,0,32,Bacteria;Chloroflexi;Ktedonobacteria;AY673403_o;AY673403_f;DQ125509_g
OTU1087,0,5,1,2,7,4,5,1,4,14,6,19,0,0,0,0,1,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,6,2,3,3,3,7,0,2,7,0,5,0,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acidisphaera
OTU1088,43,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,47,Bacteria;Proteobacteria;Betaproteobacteria;AY234747_o;AY234747_f;FJ478848_g
OTU1089,21,5,27,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,7,2,7,3,3,10,37,6,18,Bacteria;OMAN;OMAN_c;OMAN_o;OMAN_f;EU044230_g
OTU109,0,0,0,0,0,0,0,0,0,0,0,0,109,6,16,100,15,69,104,0,0,0,3,4,12,55,2,8,0,141,231,22,0,7,25,3,12,20,1,6,9,10,6,0,0,0,0,0,Bacteria;Proteobacteria;Betaproteobacteria
OTU1090,24,0,25,0,0,0,0,0,0,0,0,0,0,17,0,0,11,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,25,0,14,Eukarya;Chlorophyta;Trebouxiophyceae;Chlorellales;Chlorellaceae
OTU1091,86,0,49,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,3,0,2,65,0,57,Bacteria;Acidobacteria;Blastocatellia;Blastocatellales;AY281358_f;AY281358_g
OTU1092,32,15,33,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,2,1,2,0,1,0,0,0,6,0,2,14,6,37,12,28,Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae
OTU1093,4,7,3,38,32,21,23,74,14,81,15,75,1,3,0,0,1,0,0,0,0,2,0,1,1,0,2,1,0,0,0,0,1,48,3,0,1,1,6,9,2,1,1,2,2,5,2,5,Bacteria;Acidobacteria;Solibacteres;EU445199_o;EU445199_f;HM748715_g
OTU1094,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,5,9,0,0,0,1,0,0,2,7,0,0,2,1,9,0,0,0,0,0,0,1,0,0,3,2,0,0,0,0,0,Bacteria;WS5;WS5_c;EU644175_o;EU644175_f;AF507697_g;GQ396885_s
OTU1095,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,3,4,0,0,0,0,2,2,0,6,0,1,0,0,28,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,Bacteria;Proteobacteria;Alphaproteobacteria;DQ486506_o;DQ486506_f;JF703549_g
OTU1096,2,5,5,15,8,11,12,7,1,5,9,1,15,5,1,1,6,14,8,2,10,0,30,1,0,2,4,7,12,1,15,6,3,2,7,2,0,2,3,3,3,6,14,5,0,1,7,0,Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Coxiellaceae;EU881328_g
OTU1097,5,0,5,0,0,0,0,0,0,0,0,0,0,6,0,0,1,11,0,0,0,0,0,0,0,0,0,1,0,0,44,0,0,0,0,6,0,3,0,2,0,4,0,0,0,7,0,6,Bacteria;Bacteroidetes;Sphingobacteriia;HQ178786_o;FN811185_f;FN811185_g
OTU1098,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,23,1,0,0,2,0,0,3,0,1,0,0,0,29,2,5,0,3,0,0,0,1,1,0,6,0,1,0,0,0,2,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Skermanella
OTU1099,0,7,0,1,1,0,1,2,0,0,0,0,2,0,0,0,1,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,0,3,3,7,6,5,18,3,11,7,0,8,0,Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Gemmata_f
OTU11,147,2,130,5,3,2,2,0,0,0,0,0,50,760,522,155,711,71,236,173,42,495,13,467,638,263,520,627,224,26,27,134,10,39,36,230,175,201,128,754,24,5,18,3,19,102,2,91,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia
OTU110,39,22,48,11,14,10,4,10,6,2,5,2,32,52,65,33,74,43,60,8,3,1,25,48,1,49,30,41,4,42,21,66,6,10,49,35,13,54,20,61,14,17,15,7,7,53,16,59,Bacteria;Actinobacteria;Actinobacteria_c;Streptomycetales;Streptomycetaceae;Streptomyces
OTU1100,3,2,0,0,0,0,0,0,0,0,1,0,12,0,0,0,0,21,0,1,2,0,19,0,0,0,0,0,0,1,4,0,1,0,11,0,1,0,0,1,1,6,0,0,0,0,0,1,Bacteria;TM6;TM6_c;Babela_o;Babela_f;JF185717_g
OTU1101,0,1,0,1,9,5,6,0,5,3,29,1,1,0,1,0,0,1,2,0,0,0,0,0,1,0,1,0,0,29,0,0,0,8,3,2,8,1,6,0,4,0,7,1,1,0,0,0,Bacteria;Gemmatimonadetes;Gemmatimonadetes_c;Gemmatimonadales;Gemmatimonadaceae;GQ402821_g
OTU1102,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,6,4,5,4,0,0,0,2,9,1,3,6,2,0,1,10,7,0,0,6,2,4,3,7,6,0,6,1,0,0,0,0,1,Bacteria;Gemmatimonadetes;Gemmatimonadetes_c;Gemmatimonadales;Gemmatimonadaceae;JQ861326_g
OTU1103,34,3,16,0,0,0,0,0,0,0,0,0,9,12,2,4,6,23,20,0,2,3,15,20,2,3,3,2,1,11,22,6,2,2,7,9,7,5,2,11,2,9,5,3,1,42,6,34,Bacteria;Acidobacteria;CP015136_c;CP015136_o;CP015136_f;Z95727_g
OTU1104,6,2,6,0,1,0,0,0,0,1,0,0,9,58,73,37,93,29,43,9,5,14,2,18,105,66,36,54,24,18,17,23,1,6,12,14,17,55,12,30,5,3,1,1,0,4,0,2,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Noviherbaspirillum
OTU1105,4,14,3,3,5,7,6,14,0,0,0,0,2,0,1,0,0,4,0,1,2,0,1,0,2,0,0,1,0,0,0,0,1,4,5,9,7,2,2,4,7,9,0,10,11,1,20,2,Bacteria;Chloroflexi;HM748667_c;HM748667_o;HM748667_f;HM748667_g
OTU1106,2,5,0,7,1,2,1,10,2,1,0,0,0,5,2,0,1,14,13,3,1,8,0,5,0,1,2,3,3,3,2,1,2,5,5,3,4,5,7,4,1,4,4,7,3,1,8,3,Unassigned
OTU1107,3,3,4,2,7,4,3,4,1,1,0,0,17,15,65,5,7,15,7,38,14,20,5,23,3,2,5,8,7,3,1,19,16,26,14,16,31,37,35,15,10,3,14,28,22,2,5,1,Bacteria;Actinobacteria;Actinobacteria_c;Micrococcales;Microbacteriaceae;Humibacter
OTU1108,0,3,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,4,0,8,5,8,1,3,0,0,4,0,7,0,0,1,12,2,1,3,1,0,0,2,0,0,1,1,0,0,2,0,Bacteria;Chloroflexi;FR749824_c;FJ625377_o;FJ625377_f;FJ625377_g
OTU1109,1,5,0,4,4,18,2,2,0,1,1,1,2,1,1,0,0,3,0,4,5,0,2,0,0,0,0,1,7,5,0,0,3,0,3,1,1,3,2,1,5,1,6,8,4,0,8,1,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Telmatospirillum
OTU111,12,11,11,1,2,0,3,2,0,5,0,0,118,28,0,23,10,0,1,20,3,6,10,132,0,3,7,8,12,41,0,4,5,18,621,18,2,17,8,11,31,0,0,8,15,3,13,9,Bacteria;Acidobacteria;Thermoanaerobaculum_c;Thermoanaerobaculum_o;EU881271_f;EU881271_g
OTU1110,3,5,3,2,6,0,1,1,0,1,0,0,3,0,13,1,3,14,9,1,7,4,2,1,32,3,1,7,17,0,2,4,1,3,5,3,1,18,4,0,2,10,1,6,8,4,5,2,Bacteria;Armatimonadetes;Fimbriimonadia;Fimbriimonadales;Fimbriimonadaceae;Fimbriimonas
OTU1111,5,0,1,1,1,0,0,0,0,0,0,0,2,4,3,5,1,4,0,2,0,4,1,2,0,44,4,12,0,4,1,2,3,2,2,0,0,1,0,1,3,0,2,0,0,1,1,1,Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;FJ889281_f;FJ889281_g
OTU1112,10,3,12,5,2,5,6,1,1,2,1,3,2,8,4,9,9,11,5,2,0,25,11,2,1,25,12,24,3,40,4,9,10,5,4,2,3,17,5,21,0,0,0,0,7,14,1,19,Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae;Ferruginibacter
OTU1113,1,0,0,0,0,0,0,0,0,0,0,0,4,2,0,2,1,11,4,2,0,2,1,0,0,0,2,0,0,0,6,3,2,0,4,1,1,1,4,0,1,3,4,0,0,0,0,0,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Rhodocista
OTU1114,0,0,1,2,0,1,0,1,0,0,0,0,4,0,6,0,0,0,0,0,1,17,0,37,13,1,4,2,0,1,0,3,2,1,0,3,0,0,1,0,0,1,0,2,0,0,1,0,Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Phenylobacterium
OTU1115,2,1,0,0,0,0,0,0,0,0,0,0,0,5,1,3,0,1,19,0,7,2,0,2,0,0,7,0,5,3,0,6,0,2,2,4,2,2,4,0,1,1,5,0,2,2,0,0,Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae;Labilithrix
OTU1116,1,0,1,0,3,0,0,2,1,2,1,1,10,6,3,0,0,11,1,3,0,16,8,13,3,0,9,0,0,2,1,0,7,5,8,3,19,4,7,0,2,9,0,1,0,3,0,3,Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Tepidisphaeraceae;Tepidisphaera
OTU1117,0,1,1,0,0,0,0,0,0,0,0,0,3,4,4,5,7,1,22,0,2,1,0,10,1,0,5,3,1,1,1,2,1,21,0,0,0,2,4,1,1,1,21,1,1,2,0,1,Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas
OTU1118,4,0,2,0,0,0,0,0,0,0,0,0,1,5,0,2,23,0,0,0,0,1,11,1,4,37,8,27,0,0,0,1,0,3,0,4,1,8,5,5,0,0,0,0,0,3,0,1,Bacteria;Gemmatimonadetes;Gemmatimonadetes_c;Gemmatimonadales;Gemmatimonadaceae;EU421850_g
OTU1119,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,36,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,Unassigned
OTU112,0,0,1,0,0,0,0,0,0,0,0,0,19,11,3,18,3,155,6,0,0,7,30,11,0,1,16,10,0,17,380,5,0,5,19,11,9,12,13,7,7,22,0,0,0,3,0,6,Bacteria;Acidobacteria;Solibacteres;Solibacterales;Solibacteraceae
OTU1120,3,0,3,0,0,0,0,0,0,0,0,0,1,6,0,0,14,9,1,2,0,18,2,1,0,8,0,33,0,0,3,6,0,1,0,1,0,5,0,5,0,1,0,0,0,1,0,2,Bacteria;Bacteroidetes;Sphingobacteriia;HQ178786_o;HQ178786_f;DQ404664_g
OTU1121,0,0,1,1,0,0,0,0,0,1,0,0,2,3,4,1,4,3,0,2,1,0,1,6,0,0,1,62,4,1,0,0,2,3,1,0,1,8,1,1,0,0,0,1,4,0,5,3,Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Mucilaginibacter
OTU1122,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,12,25,2,0,0,0,0,0,0,43,42,1,13,0,0,1,0,1,0,1,0,3,1,0,1,0,0,0,0,0,2,0,3,Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;Parviterribacteraceae;Parviterribacter
OTU1123,3,0,0,0,0,0,0,0,0,0,0,0,2,15,4,3,10,11,7,0,0,4,2,5,14,10,19,21,0,2,1,3,0,2,2,20,21,17,19,20,2,5,1,0,0,2,0,1,Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Tepidisphaeraceae;Tepidisphaera
OTU1124,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,13,0,0,0,0,0,0,1,10,2,5,14,0,0,0,0,0,0,0,0,0,1,2,9,0,0,1,0,0,0,1,1,Bacteria;Gemmatimonadetes;Gemmatimonadetes_c;Gemmatimonadales;Gemmatimonadaceae
OTU1125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,45,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,Bacteria;AD3;AY289487_c;FJ625337_o;EF516692_f;EF516692_g;HQ445768_s
OTU1126,0,2,0,0,12,9,25,3,14,8,8,7,5,0,0,0,0,1,2,7,26,1,1,4,0,0,0,2,39,5,0,9,0,7,7,1,1,2,3,5,12,2,25,12,25,0,3,0,Bacteria;Proteobacteria;Gammaproteobacteria;Nevskiales;Sinobacteraceae;Nevskia
OTU1127,0,2,0,0,3,0,0,2,0,1,1,2,10,0,0,0,0,1,0,2,0,0,21,0,0,0,0,0,9,2,0,0,7,0,0,0,0,0,0,0,4,2,4,4,1,0,7,0,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;AY945895_f;AY945895_g
OTU1128,4,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,1,5,15,1,0,4,0,0,0,4,13,24,3,0,7,3,2,1,3,6,0,1,26,5,11,10,11,3,3,2,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae
OTU1129,0,3,0,6,8,6,3,21,25,11,1,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,4,3,3,0,1,0,1,0,0,0,0,0,4,0,Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Tepidisphaeraceae;Tepidisphaera
OTU113,46,11,34,1,1,2,0,2,2,1,2,0,40,74,21,52,150,29,14,9,10,32,78,121,11,57,90,44,2,91,45,14,23,17,61,59,29,74,34,46,15,5,2,1,0,28,9,27,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Hyphomicrobium;Hyphomicrobium_facile
OTU1130,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,3,4,1,0,0,0,1,0,8,1,11,3,1,0,0,19,0,0,1,0,6,0,1,1,0,0,0,0,0,0,0,0,0,Bacteria;BRC1;FP245541_c;FP245541_o;AJ604544_f;AJ604544_g
OTU1131,0,0,0,1,2,3,6,0,4,5,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Gemmata_f;FJ478962_g
OTU1132,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,5,4,0,0,0,0,0,2,1,1,43,0,5,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,Bacteria;Acidobacteria;Blastocatellia;Blastocatellales;Blastocatellaceae;EU132424_g
OTU1133,0,11,0,0,0,0,0,1,0,0,0,9,2,0,1,0,0,5,0,2,9,0,0,0,0,0,7,0,14,0,0,0,0,9,3,2,15,3,6,0,2,0,0,4,10,0,12,0,Bacteria;Chloroflexi;Ktedonobacteria;AY673403_o;AY673403_f
OTU1134,16,16,21,4,2,1,4,5,4,1,0,1,6,2,2,1,3,22,3,6,31,8,2,0,2,2,14,0,24,3,1,2,3,10,9,5,24,17,26,12,5,27,21,10,14,15,10,19,Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Haliangiaceae;HM748650_g
OTU1135,0,0,2,0,0,0,0,1,0,0,0,0,1,15,6,0,9,0,0,0,0,9,0,3,77,0,0,15,1,0,0,1,0,2,0,0,0,2,0,0,0,0,0,1,0,1,0,1,Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas
OTU1136,1,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,21,0,0,3,3,0,0,0,0,0,0,6,1,3,1,0,0,2,0,0,0,5,8,11,0,4,27,3,40,3,2,1,Bacteria;AD3;AY289487_c;AY289487_o;AY289487_f;AY289487_g
OTU1137,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8,2,34,2,0,0,0,0,0,0,1,7,0,1,0,10,0,0,0,0,0,1,0,1,1,2,2,0,0,0,0,0,Unassigned
OTU1138,1,7,2,6,5,3,4,4,3,5,2,3,13,1,9,0,1,2,10,11,5,32,12,13,3,1,9,0,17,2,1,6,18,0,4,4,5,6,3,1,4,1,2,9,5,2,6,1,Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Singulisphaera
OTU1139,0,0,1,0,0,1,0,0,0,0,0,0,1,6,3,6,6,0,0,1,0,0,0,3,2,20,0,3,0,3,0,0,1,1,1,1,4,4,0,3,2,0,0,2,0,1,0,3,Bacteria;Bacteroidetes;Sphingobacteriia;HQ178786_o;HQ178786_f;HQ178786_g
OTU114,102,2,66,0,0,0,0,0,0,0,0,0,10,71,5,21,7,37,48,0,0,27,133,62,3,7,46,3,0,11,89,19,1,15,22,45,20,21,14,6,10,11,6,1,0,62,0,58,Bacteria;Proteobacteria;Betaproteobacteria;DQ009366_o;DQ009366_f;EU421844_g
OTU1140,2,17,1,4,3,0,0,7,0,14,8,8,2,0,0,0,3,10,1,3,3,0,0,0,0,0,4,1,1,0,1,1,0,4,0,0,12,5,14,8,9,20,13,19,8,5,30,2,Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Gemmata_f;GQ339148_g
OTU1141,0,0,0,1,0,0,0,0,0,0,0,0,9,4,0,2,0,19,3,0,0,6,4,3,0,1,2,0,0,13,2,4,1,1,12,4,1,4,2,1,3,5,1,0,0,1,0,1,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Parvibaculum_f;AF370880_g
OTU1142,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,2,1,1,0,0,0,4,0,4,2,6,5,2,0,0,15,1,0,1,0,2,0,4,1,1,1,0,0,0,0,0,0,1,Bacteria;Chloroflexi;Thermomicrobia;GQ263151_o;GQ263151_f;AY921935_g
OTU1143,2,4,3,0,2,0,0,1,0,0,0,0,5,0,0,1,0,9,5,4,3,0,1,0,0,0,0,6,1,0,1,2,4,1,13,3,1,10,10,11,13,19,23,10,18,5,3,3,Bacteria;Spirochaetes;Spirochaetes_c;Spirochaetales;Spirochaetaceae;Spirochaeta
OTU1144,4,9,2,77,108,47,74,27,40,28,37,27,28,6,0,2,2,39,0,15,4,7,34,4,0,1,4,5,52,19,20,2,17,13,14,6,6,6,9,4,38,12,7,21,4,4,10,2,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;AB232813_g
OTU1145,1,1,0,10,16,6,7,10,6,7,13,2,0,0,0,0,1,4,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,7,0,1,2,2,2,4,0,Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Tepidisphaeraceae;Tepidisphaera
OTU1146,0,11,1,14,24,10,5,24,11,1,1,1,2,2,0,0,1,0,1,0,1,2,1,0,0,0,0,1,1,6,1,0,0,7,5,5,1,0,3,2,7,8,10,7,7,0,22,0,Bacteria;Verrucomicrobia;Opitutae;Opitutales;Opitutaceae;Opitutus
OTU1147,0,4,0,6,1,1,1,3,0,9,2,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,11,1,4,1,2,2,7,7,2,0,4,0,Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Gemmata_f;DQ906072_g
OTU1148,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,4,0,14,0,0,8,0,0,8,1,46,1,0,7,0,1,2,1,3,0,2,2,1,0,5,0,0,0,0,0,Bacteria;Tenericutes;Mollicutes;JPXG_o;JPXG_f;HQ645183_g
OTU1149,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,13,0,0,0,0,0,0,2,30,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7,17,0,0,0,Bacteria;Chloroflexi;Anaerolineae;Anaerolinaeles;Anaerolinaceae;AF234690_g
OTU115,5,53,2,135,118,100,95,103,78,99,108,36,47,8,14,1,2,72,21,33,6,11,6,4,3,0,18,4,8,33,3,8,12,79,65,44,63,29,63,25,69,35,87,28,15,6,57,6,Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;Conexibacteraceae;Conexibacter
OTU1150,1,1,2,0,1,0,0,0,0,0,0,0,0,2,0,2,0,1,0,4,12,0,0,0,0,0,0,1,21,0,1,0,1,0,1,0,1,4,6,7,0,1,1,1,10,3,0,4,Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae;Flavitalea
OTU1151,10,3,9,0,5,1,1,3,0,0,0,0,0,0,0,0,0,1,0,5,20,0,0,0,0,0,0,5,30,0,1,0,4,0,0,2,5,1,0,3,2,0,2,11,6,1,0,2,Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Gemmata_f;HM259262_g
OTU1152,0,13,1,13,23,4,4,14,12,9,3,1,1,1,0,0,1,3,0,4,11,0,1,1,0,0,1,0,7,0,0,0,1,2,3,1,1,0,2,7,2,14,1,9,11,0,9,0,Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae
OTU1153,2,7,3,1,1,0,2,1,0,0,4,0,1,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,16,0,0,0,0,1,3,0,3,0,0,3,0,1,0,1,4,3,9,0,Bacteria;TM6;TM6_c;Babela_o;DQ395404_f;EU135361_g
OTU1154,0,3,0,22,18,8,2,4,5,11,5,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2,2,0,0,1,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizomicrobium_f;Rhizomicrobium
OTU1155,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;HQ674900_f;DQ450721_g;DQ450721_s
OTU1156,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,15,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,15,0,6,1,Bacteria;Acidobacteria;Solibacteres;Solibacterales;Solibacteraceae;KB906767_g
OTU1157,17,0,21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23,0,14,Bacteria;Latescibacteria_WS3;Latescibacter_c;AM991194_o;AM991194_f;AM991194_g
OTU1158,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,0,12,Bacteria;Actinobacteria;Actinobacteria_c;FJ478799_o;FJ478799_f;FJ478799_g
OTU1159,14,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,22,Eukarya;Xanthophyceae;Vaucheriales_c;Vaucheriales;Vaucheriaceae;Vaucheria
OTU116,2,43,3,61,53,26,29,32,45,158,150,31,18,12,7,0,0,8,2,8,4,7,17,3,1,0,4,1,11,13,8,2,6,53,8,64,21,3,11,6,19,9,6,3,11,2,37,2,Bacteria;Cyanobacteria;JF737898_c;JF737898_o;JF737898_f;JF737898_g
OTU1160,8,0,3,2,0,0,0,0,0,1,0,0,13,2,0,3,0,0,0,6,0,7,5,2,0,2,0,0,0,0,2,0,6,1,12,6,0,3,3,0,0,0,0,0,0,10,0,11,Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Pirellula
OTU1161,9,10,2,19,12,8,4,7,7,16,8,5,11,6,12,1,1,13,6,11,0,18,9,6,15,0,18,1,3,8,9,8,10,13,21,11,20,4,8,5,3,14,3,1,5,9,13,8,Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae
OTU1162,16,1,18,0,0,0,0,0,0,0,0,0,0,2,2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,1,0,0,0,0,0,2,0,0,1,33,0,25,Bacteria;Actinobacteria;Rubrobacteria;Gaiellales;Gaiellaceae;Gaiella
OTU1163,23,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19,0,15,Bacteria;Proteobacteria;Deltaproteobacteria;FM253572_o;FM253572_f;FJ478706_g
