#OTU ID,1,2,3,4,5,6,7,8,9,10,11,12,BCU1_2,BCU1_3,BCU2_1,BCU2_2,BCU3_1,BCU3_3,BCU4_1,BCU4_2,BCU4_3,BCW1_1,BCW1_2,BCW1_3,BCW2_1,BCW2_2,BCW2_3,BCW3_1,BCW3_2,BCW3_3,BCW4_1,BCW4_2,BCW4_3,S1_1,S1_2,S1_3,S2_1,S2_2,S2_3,S3_1,S3_2,S3_3,S4_1,S4_2,S4_3,SCK_1,SCK_2,SCK_3,taxonomy
OTU2018,0,0,1,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae
OTU2019,4,0,4,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,Bacteria;Acidobacteria;Blastocatellia;Blastocatellales;Blastocatellaceae;EU132424_g
OTU202,11,0,0,0,2,1,0,0,0,0,0,0,18,3,33,221,0,8,1,1,0,8,7,5,6,126,46,3,2,5,1,0,0,0,2,2,2,17,1,0,0,0,1,0,2,2,1,0,Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus
OTU2020,6,0,5,1,3,0,0,1,1,5,0,0,8,8,41,22,6,6,3,10,0,7,2,9,19,16,4,1,4,0,7,0,8,2,5,2,8,6,5,2,1,0,1,1,2,3,1,3,Bacteria;Actinobacteria;Actinobacteria_c;Frankiales;Sporichthyaceae;Sporichthya
OTU2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bacteria;Chloroflexi;Chloroflexia;Kallotenuales;Kallotenuaceae;EU861840_g
OTU2022,0,0,1,0,0,0,0,0,0,0,0,0,3,3,18,3,10,1,1,1,0,4,0,2,68,0,11,9,0,0,5,2,3,0,1,1,1,3,3,4,0,0,0,0,1,0,1,1,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;Psychroglaciecola
OTU2023,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,22,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,2,Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;DQ154856_f;DQ154856_g
OTU2024,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,4,0,3,0,0,5,0,2,0,0,3,0,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;JADL_g
OTU2025,13,0,13,0,1,0,0,1,0,1,2,0,3,10,7,2,11,2,4,2,1,3,2,0,2,0,0,4,0,1,2,0,1,0,1,7,0,5,1,14,0,3,3,1,0,21,0,46,Bacteria;Actinobacteria;Actinobacteria_c;Micromonosporales;Micromonosporaceae;Actinoplanes
OTU2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,5,1,0,0,0,0,0,0,1,13,1,0,0,1,6,0,0,0,0,2,3,2,0,4,0,1,0,0,0,0,0,0,Bacteria;Chloroflexi;EU335161_c;EU335161_o;EU335161_f;EU335161_g
OTU2027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Bacteria;BRC1;FP245541_c;FP245541_o;AJ604544_f;AJ604544_g
OTU2028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria;Chloroflexi;Chloroflexia;Kallotenuales;Kallotenuaceae;EU861840_g
OTU2029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria;Saccharibacteria_TM7;Saccharimonas_c;Saccharimonas_o;JF421159_f;JF421159_g
OTU203,5,2,1,1,0,1,0,0,1,1,0,0,8,3,98,4,13,1,1,5,0,34,3,8,113,5,25,6,3,1,2,9,122,3,6,4,14,10,4,0,0,0,6,1,1,1,0,1,Eukarya;Chlorophyta;Trebouxiophyceae;Chlorellales;Chlorellaceae
OTU2030,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,Bacteria;Proteobacteria;Deltaproteobacteria;Bradymonadales;EU799406_f;EF520543_g
OTU2031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,1,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned
OTU2032,24,4,20,0,0,0,1,0,1,1,0,0,0,0,0,2,2,3,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,2,7,4,1,1,1,13,3,21,0,14,Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;EF492942_g
OTU2033,1,1,4,0,2,0,0,0,0,0,3,0,0,15,0,1,4,0,0,0,1,2,0,0,0,3,5,30,1,1,0,0,0,0,0,1,1,4,0,9,0,0,0,1,11,4,1,12,Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter
OTU2034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned
OTU2035,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,6,1,0,0,0,2,2,1,0,1,2,1,2,2,0,5,4,0,1,0,Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;EU680443_f
OTU2036,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;Legionella_pneumophila
OTU2037,0,2,0,3,1,0,0,0,0,2,0,0,3,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,2,0,2,0,1,1,2,1,0,1,0,0,2,0,Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;EU881261_f;EU881261_g
OTU2038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,2,1,0,0,0,1,0,0,8,0,1,0,0,0,1,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,Bacteria;Actinobacteria;Actinobacteria_c;Pseudonocardiales;Pseudonocardiaceae
OTU2039,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,2,0,0,0,0,0,1,4,0,2,0,0,1,0,Bacteria;TM6;TM6_c;Babela_o
OTU204,67,6,58,19,9,2,9,4,0,1,1,1,32,79,24,17,142,27,12,65,10,120,31,68,70,7,15,152,21,15,7,10,28,14,24,27,8,18,20,51,4,1,2,19,15,20,3,23,Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas
OTU2040,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4,10,0,0,4,1,0,0,0,3,0,0,0,6,4,0,1,0,1,1,0,0,0,0,0,5,0,0,0,0,0,Bacteria;Chloroflexi;HM748667_c;HM748667_o;HM748667_f;HM748667_g
OTU2041,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,6,30,0,0,1,5,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Coxiellaceae;Aquicella
OTU2042,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,2,0,1,3,6,1,1,0,3,1,2,2,0,1,0,0,0,1,3,0,0,0,0,0,2,1,1,1,0,0,Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae;Aciditerrimonas
OTU2043,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,12,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Gemmata_f;Gemmata
OTU2044,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,6,0,10,0,Bacteria;Chloroflexi;FR749824_c;FR749824_o;FR749824_f;FR749824_g
OTU2045,10,0,5,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,6,0,0,2,17,2,0,0,1,0,0,0,5,5,0,3,5,1,3,0,0,0,0,2,0,0,1,4,0,3,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;JADL_g
OTU2046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,1,0,0,1,0,1,0,0,0,0,0,4,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Roseomonas
OTU2047,6,89,3,48,29,42,50,79,26,46,60,11,1,5,20,1,1,8,0,5,7,0,0,0,0,1,0,0,1,0,1,1,3,11,16,16,13,4,8,11,16,6,0,11,21,14,77,7,Bacteria;Actinobacteria;Actinobacteria_c;Streptosporangiales;AF498716_f;AF498716_g
OTU2048,1,0,0,3,1,1,1,4,0,3,0,0,4,1,2,0,4,7,0,1,1,1,11,3,3,5,10,3,2,13,4,1,1,1,5,1,6,1,0,3,1,5,1,1,2,1,2,1,Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;FJ889281_f;FJ889281_g
OTU2049,1,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,7,2,3,0,2,0,0,0,0,0,7,5,1,6,0,1,5,0,0,1,0,0,3,0,1,0,3,0,0,1,Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Coxiellaceae;HQ738650_g
OTU205,10,31,15,15,14,10,16,12,2,6,4,0,121,24,14,13,11,70,44,123,34,164,94,90,2,4,62,23,27,16,41,28,122,43,35,12,32,125,44,35,38,35,73,56,54,18,34,21,Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Mucilaginibacter
OTU2050,1,1,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,5,1,1,1,0,4,0,0,1,2,0,5,2,0,1,1,0,1,2,2,0,2,0,1,2,4,2,1,2,3,0,Bacteria;Armatimonadetes;Chthonomonadetes;Chthonomonadales;Chthonomonadaceae;Chthonomonas
OTU2051,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,7,0,0,0,1,2,0,0,0,0,3,4,0,3,0,0,0,0,2,0,0,0,0,0,2,0,1,0,0,0,Bacteria;Cyanobacteria;JF737898_c;GU174155_o;EF018810_f;GU598768_g
OTU2052,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,0,0,1,0,0,0,0,2,2,0,0,1,0,0,1,0,1,0,0,4,0,0,2,1,0,3,0,7,0,0,2,0,0,Bacteria;WS5;WS5_c;EU644175_o;EU644175_f;GQ397067_g;GQ397067_s
OTU2053,3,2,3,0,0,0,0,3,0,2,0,1,4,3,2,0,1,5,2,3,1,2,5,2,0,0,4,2,3,4,4,1,5,2,2,2,1,1,6,3,6,2,2,2,4,3,2,2,Bacteria;Chloroflexi;HQ674362_c;EF516466_o;EF516466_f;EF516466_g
OTU2054,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,1,0,2,0,1,0,0,1,0,0,0,0,1,1,0,0,0,2,0,2,1,3,0,0,0,0,0,0,1,Bacteria;Chloroflexi;Thermomicrobia;DQ129389_o;DQ129389_f;FJ478561_g
OTU2055,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,5,1,0,4,0,3,0,Bacteria;Cyanobacteria;JF737898_c;JF737898_o;EF018129_f;EF018129_g
OTU2056,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,5,3,7,8,8,10,0,3,0,Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Gemmata_f
OTU2057,1,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,7,8,5,6,3,Bacteria;Elusimicrobia;Elusimicrobia_c;EU861834_o;EU861834_f;EU861834_g
OTU2058,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,2,0,0,0,0,0,14,0,4,Bacteria;Proteobacteria;Gammaproteobacteria;Nevskiales;Sinobacteraceae;AB179503_g
OTU2059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,0,0,0,0,1,2,0,0,0,0,2,1,0,0,0,0,0,0,7,3,2,0,0,0,0,Bacteria;Cyanobacteria;JQ650114_c;JQ650114_o;JQ650114_f;JQ650114_g
OTU206,0,39,0,24,1,0,4,1,0,10,1,6,0,4,0,0,1,0,0,10,69,0,0,2,0,0,3,0,148,2,0,1,2,1,0,8,1,1,3,4,5,0,0,20,57,0,35,0,Bacteria;Cyanobacteria;JF737898_c;JF737898_o;EF018129_f;EF018129_g
OTU2060,0,0,0,6,1,0,0,0,1,2,0,2,0,0,0,0,0,1,1,2,1,0,0,0,0,0,1,1,0,2,0,1,0,1,0,1,0,0,0,0,2,4,1,1,0,1,1,3,Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae
OTU2061,1,2,4,0,1,1,1,0,0,3,2,3,8,29,7,11,15,3,25,2,43,16,38,22,10,4,5,5,23,10,9,32,3,4,5,4,8,2,2,2,2,0,9,0,4,1,4,0,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae
OTU2062,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,1,3,0,1,0,1,3,2,4,0,2,0,10,0,0,0,0,6,0,3,2,0,0,4,1,0,0,0,1,Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;FJ889281_f;FJ889281_g
OTU2063,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,10,1,0,4,0,1,1,2,3,1,1,2,0,2,1,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Iamiaceae;Aquihabitans
OTU2064,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,22,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,Bacteria;Chloroflexi;HQ674362_c;EF516466_o;EF516466_f;EF516466_g
OTU2065,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,9,0,0,1,3,0,0,0,0,0,0,1,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Eukarya;Phaeophyceae;Ectocarpales_c;Ectocarpales;EF574962_f;EF574962_g
OTU2066,2,4,0,2,4,2,3,3,0,6,1,4,4,0,2,0,1,0,8,2,0,2,17,1,0,1,3,0,4,0,0,3,0,5,1,0,4,3,6,1,2,2,7,3,2,1,2,0,Bacteria;Cyanobacteria;JQ650114_c;JQ650114_o;JQ650114_f;JQ650114_g
OTU2067,0,0,6,0,0,0,0,0,3,0,1,0,1,2,0,0,15,2,7,1,0,0,1,1,0,0,1,12,1,0,3,0,0,11,0,0,0,0,4,2,1,1,24,6,5,1,1,3,Bacteria;Verrucomicrobia;Verrucomicrobiae;Pedosphaera_o;Pedosphaera_f;GU127739_g
OTU2068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,14,1,0,0,1,0,0,1,0,0,0,2,2,5,0,0,1,0,0,0,0,0,2,2,1,0,0,0,0,0,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;HQ910358_f;HQ910358_g
OTU2069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,2,0,0,0,3,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Gemmata_f;FJ478962_g
OTU207,0,0,0,0,0,0,0,0,0,0,0,0,38,12,9,0,2,14,10,5,4,5,1,18,3,6,105,1,3,0,0,35,96,5,3,2,0,1,2,3,3,1,5,0,2,0,0,0,Bacteria;Proteobacteria;Betaproteobacteria;Gallionellales;Gallionellaceae;Sideroxydans
OTU2070,0,0,1,0,3,0,2,0,0,1,0,1,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,4,3,1,1,0,1,Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Rickettsia
OTU2071,2,1,1,0,1,4,3,0,1,0,2,0,4,0,0,1,0,1,3,0,0,0,0,0,1,3,0,0,5,2,1,1,2,0,4,0,0,2,1,0,0,1,3,2,1,1,0,0,Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Coxiellaceae;Aquicella
OTU2072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,1,0,0,2,1,0,0,4,1,0,0,0,13,0,0,1,0,1,0,4,0,1,0,3,1,0,0,0,0,Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Midichloriaceae;JSWE_g;GQ302530_s
OTU2073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,Unassigned
OTU2074,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,Bacteria;Armatimonadetes;Chthonomonadetes;Chthonomonadales;Chthonomonadaceae;Chthonomonas
OTU2075,0,0,0,2,2,0,0,3,3,0,0,0,6,0,0,1,0,3,0,8,1,18,3,0,0,0,1,0,1,2,2,0,4,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;DQ906078_f;DQ906078_g
OTU2076,2,1,3,0,0,1,0,0,0,2,0,0,0,5,0,0,4,6,0,3,0,1,0,4,0,0,0,0,0,1,6,0,1,2,0,3,0,0,0,2,1,2,0,0,0,6,0,2,Bacteria;Acidobacteria;CP015136_c;CP015136_o;CP015136_f;Z95727_g
OTU2077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,9,0,0,0,0,Bacteria;Elusimicrobia;Elusimicrobia_c;Elusimicrobiales;Elusimicrobiaceae;EF515964_g;EF515964_s
OTU2078,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,7,0,6,1,2,4,0,0,0,6,1,2,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;FJ889281_f;FJ889281_g
OTU2079,0,0,1,0,0,0,0,0,0,0,0,0,2,0,5,5,2,2,1,3,0,1,1,0,5,6,1,2,0,3,2,0,0,2,0,0,2,2,1,0,0,0,0,0,0,0,0,0,Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Gemmata_f;Gemmata
OTU208,15,33,18,82,71,46,68,41,72,89,71,74,7,1,1,0,1,5,2,20,6,3,3,2,1,1,7,2,22,10,0,3,8,19,12,4,25,6,33,11,53,18,35,35,22,16,31,6,Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Singulisphaera
OTU2080,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,5,2,1,2,0,1,0,0,0,4,0,0,0,1,1,1,1,1,0,0,1,0,0,0,2,0,0,Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Gemmata_f;Gemmata
OTU2081,0,0,0,2,1,1,2,1,0,0,2,1,5,0,0,0,0,1,0,5,0,0,9,0,0,0,0,0,2,1,0,4,2,1,4,0,1,0,0,0,2,1,4,1,1,0,1,1,Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;HQ609614_f;HQ609614_g
OTU2082,3,0,6,0,0,0,0,0,0,0,0,0,3,0,2,0,0,1,0,1,0,0,3,0,0,0,0,1,0,1,2,0,3,1,1,2,1,1,0,2,0,0,0,0,0,11,0,14,Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Ilumatobacter_f;AJ863237_g
OTU2083,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,3,2,0,0,2,1,0,0,2,0,2,2,0,0,0,1,2,1,1,0,4,6,1,0,0,2,1,1,1,5,Bacteria;Planctomycetes;AM056027_c;HQ681992_o;AY555803_f;AY555803_g
OTU2084,0,6,0,3,8,1,3,2,6,13,5,3,7,1,0,0,0,5,5,6,2,4,3,4,1,1,0,0,3,4,1,7,5,3,6,2,2,1,1,0,0,2,0,1,2,1,3,1,Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;FJ889281_f;FJ889281_g
OTU2085,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,1,5,1,Bacteria;Saccharibacteria_TM7;Saccharimonas_c;Saccharimonas_o;Saccharimonas_f
OTU2086,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,4,3,1,0,2,11,1,5,1,Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Archangiaceae;AJ867897_g
OTU2087,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,1,8,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria;Gemmatimonadetes;Gemmatimonadetes_c;Gemmatimonadales;Gemmatimonadaceae
OTU2088,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,6,0,15,1,5,3,0,8,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,Bacteria;WS5;WS5_c;EU644175_o;EU644175_f;EU644175_g
OTU2089,1,4,1,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,14,0,1,0,0,3,0,0,1,0,0,0,3,0,1,2,0,1,0,0,0,0,0,0,4,0,2,Bacteria;Elusimicrobia;Elusimicrobia_c;EU861834_o;DQ676361_f;EU589308_g
OTU209,0,34,0,210,199,194,120,136,340,300,384,292,5,7,0,0,0,1,0,1,0,1,0,1,0,1,1,0,5,11,0,0,1,59,15,40,22,0,4,0,42,0,30,3,1,2,30,0,Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;GQ402573_g
OTU2090,2,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,1,1,0,1,0,0,0,0,10,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,Eukarya;Chlorophyta;Trebouxiophyceae;Chlorellales;Chlorellaceae
OTU2091,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,2,0,0,5,2,5,0,0,0,0,0,0,0,0,0,1,3,2,6,0,1,0,0,0,0,0,0,0,0,0,Bacteria;Gemmatimonadetes;Gemmatimonadetes_c;Gemmatimonadales;Gemmatimonadaceae;EU861943_g
OTU2092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,2,0,0,0,16,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,Bacteria;Gemmatimonadetes;Longimicrobia;GQ263235_o;GQ263235_f;EF540396_g
OTU2093,0,1,0,2,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,3,0,0,0,0,8,0,0,5,2,0,0,0,3,0,2,0,2,1,1,0,1,0,1,0,0,0,Bacteria;AD3;AY289487_c;FJ625337_o;FJ625337_f;FJ625337_g
OTU2094,1,0,2,0,0,0,0,0,0,0,0,0,0,13,1,3,3,6,0,0,0,2,1,0,1,1,1,2,0,0,3,0,0,3,0,3,0,1,0,1,0,1,0,0,0,2,0,0,Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;EU234264_f;EU234264_g
OTU2095,3,0,8,0,0,0,1,1,0,0,0,0,7,28,5,6,11,3,37,19,0,29,14,17,1,0,31,13,3,16,2,16,3,13,16,8,3,18,20,11,9,0,17,1,1,10,1,9,Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae;Flavitalea
OTU2096,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,1,0,0,5,5,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Tepidisphaeraceae;Tepidisphaera
OTU2097,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Coxiellaceae;DQ337099_g;GU230347_s
OTU2098,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,4,4,0,0,9,0,0,0,0,0,1,6,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;EF157243_g
OTU2099,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,17,0,0,0,0,1,0,10,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Gemmata_f;HQ118961_g
OTU21,81,8,80,0,2,1,0,2,0,2,0,0,115,166,306,84,56,93,20,4,5,296,8,160,139,38,200,24,12,16,202,190,7,275,29,53,452,236,90,19,13,31,55,17,7,87,4,76,Eukarya;Bacillariophyta;Bacillariophyceae;Naviculales;Naviculaceae;Haslea
OTU210,4,9,2,18,14,1,9,15,1,2,1,3,2,2,0,0,6,7,0,1,1,1,0,2,0,0,19,1,1,0,1,0,2,21,5,5,30,3,49,30,40,53,3,49,33,5,1,6,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;JADL_g
